"plot";"abbr";"layer";"cov";"voucher.flag";"voucher";"sheets";"history"
"tg10a";"achn cala";"hl";"1";;;;
"tg10a";"ajug rept";"hl";"1";;;;
"tg10a";"alnu inca";"sl";"1";;;;
"tg10a";"alnu inca";"tl";"2a";;;;
"tg10a";"amel oval";"hl";"+";;;;
"tg10a";"amel oval";"sl";"1";;;;
"tg10a";"berb vulg";"hl";"1";;;;
"tg10a";"berb vulg";"sl";"+";;;;
"tg10a";"betu pend";"hl";"+";;;;
"tg10a";"betu pend";"sl";"+";;;;
"tg10a";"buph sali";"hl";"1";;;;
"tg10a";"card defl viri";"hl";"1";;;;" | Changed card defl To card defl viri 2012-11-27 16:08:03"
"tg10a";"carl vulg vulg";"hl";"+";;;;" | Changed carl vulg To carl vulg vulg 2012-11-27 16:08:03"
"tg10a";"cich inty";"hl";"+";;;;
"tg10a";"cirs vulg";"hl";"+";;;;
"tg10a";"clem vita";"hl";"2a";;;;
"tg10a";"clem vita";"sl";"+";;;;
"tg10a";"corn sang slat";"hl";"1";;;;" | Changed corn sang To corn sang slat 2012-11-27 16:08:03"
"tg10a";"corn sang slat";"sl";"1";;;;" | Changed corn sang To corn sang slat 2012-11-27 16:08:03"
"tg10a";"dact glom glom";"hl";"+";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg10a";"dauc caro caro";"hl";"+";;;;" | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27"
"tg10a";"epip hell slat";"hl";"+";;;;" | Changed epip hell To epip hell slat 2012-11-27 16:08:03"
"tg10a";"eric carn";"hl";"1";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tg10a";"erig acri acri";"hl";"+";;;;" | Changed erig acri ac To erig acri acri 2012-11-27 16:08:03"
"tg10a";"erig annu slat";"hl";"+";;;;" | Changed erig annu To erig annu slat 2012-11-27 16:08:03"
"tg10a";"fran alnu";"hl";"1";;;;
"tg10a";"fran alnu";"sl";"2a";;;;
"tg10a";"hier muro";"hl";"1";;;;" | Changed hier sylv To hier muro 2012-11-27 16:08:03"
"tg10a";"juni comm comm";"hl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg10a";"juni comm comm";"sl";"+";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg10a";"lari deci deci";"hl";"+";;;;" | Changed lari deci To lari deci deci 2012-11-27 16:08:03"
"tg10a";"lari deci deci";"sl";"1";;;;" | Changed lari deci To lari deci deci 2012-11-27 16:08:03"
"tg10a";"lari deci deci";"tl";"2a";;;;" | Changed lari deci To lari deci deci 2012-11-27 16:08:03"
"tg10a";"leon inca";"hl";"+";;;;
"tg10a";"loni xylo";"hl";"+";;;;
"tg10a";"loni xylo";"sl";"+";;;;
"tg10a";"pinu sylv";"sl";"2a";;;;
"tg10a";"pinu sylv";"tl";"3";;;;
"tg10a";"popu trem";"hl";"+";;;;
"tg10a";"popu trem";"sl";"1";;;;
"tg10a";"popu trem";"tl";"1";;;;
"tg10a";"prun aviu slat";"hl";"+";;;;" | Changed prun aviu To prun aviu slat 2012-11-27 16:08:03"
"tg10a";"prun aviu slat";"sl";"+";;;;" | Changed prun aviu To prun aviu slat 2012-11-27 16:08:03"
"tg10a";"rham cath";"hl";"+";;;;
"tg10a";"robi pseu";"hl";"+";;;;
"tg10a";"robi pseu";"sl";"1";;;;
"tg10a";"robi pseu";"tl";"2a";;;;
"tg10a";"sali capr";"hl";"+";;;;
"tg10a";"sali capr";"sl";"+";;;;
"tg10a";"sali purp";"sl";"2a";;;;
"tg10a";"soli cana";"hl";"1";;;;
"tg10a";"soli virg virg";"hl";"+";;;;" | Changed soli virg To soli virg virg 2012-11-27 16:08:03"
"tg10a";"sorb aria";"hl";"+";;;;
"tg10a";"sorb aria";"sl";"+";;;;
"tg10a";"tuss farf";"hl";"+";;;;
"tg10a";"vici crac";"hl";"+";;;;
"tg10a";"vinc hiru";"hl";"+";;;;
"tg11a";"achi mill aggr";"hl";"+";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg11a";"agro capi";"hl";"+";;;;" | Changed agro tenu To agro capi 2012-11-27 16:08:03"
"tg11a";"anth vuln slat";"hl";"+";;;;" | Changed anth vuln To anth vuln slat 2012-11-27 16:08:03"
"tg11a";"arrh elat";"hl";"2m";;;;
"tg11a";"homa pube pube";"hl";"+";;;;" | Changed aven pube To homa pube pube 2012-11-27 16:08:03"
"tg11a";"briz medi";"hl";"1";;;;
"tg11a";"brom erec";"hl";"4";;;;
"tg11a";"care cary";"hl";"2b";;;;
"tg11a";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tg11a";"cent scab scab";"hl";"1";;;;" | Changed cent scab To cent scab scab 2012-11-27 16:08:04"
"tg11a";"dact glom glom";"hl";"1";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg11a";"dauc caro caro";"hl";"2m";;;;" | Changed dauc caro To dauc caro caro 2012-11-27 14:15:27"
"tg11a";"fest brev";"hl";"+";;;;
"tg11a";"fest prat prat";"hl";"+";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg11a";"gali albu";"hl";"1";;;;
"tg11a";"knau arve arve";"hl";"1";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg11a";"koel pyra pyra";"hl";"+";;;;" | Changed koel pyra To koel pyra pyra 2012-11-27 16:08:04"
"tg11a";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tg11a";"leon hisp slat";"hl";"+";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg11a";"leuc vulg";"hl";"2m";;;;
"tg11a";"lotu corn";"hl";"+";;;;
"tg11a";"medi falc";"hl";"+";;;;
"tg11a";"medi lupu";"hl";"+";;;;
"tg11a";"medi sati";"hl";"+";;;;
"tg11a";"orob grac";"hl";"+";;;;
"tg11a";"peuc oreo";"hl";"+";;;;
"tg11a";"pimp majo majo";"hl";"+";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tg11a";"plan lanc";"hl";"+";;;;
"tg11a";"pote pusi";"hl";"+";;;;
"tg11a";"sali myrs";"hl";"r";;;;
"tg11a";"sang offi";"hl";"2m";;;;
"tg11a";"scab colu";"hl";"1";;;;
"tg11a";"sile nuta nuta";"hl";"+";;;;" | Changed sile nuta To sile nuta nuta 2012-11-27 16:08:04"
"tg11a";"sile vulg vulg";"hl";"+";;;;" | Changed sile vulg v To sile vulg vulg 2012-11-27 16:08:04"
"tg11a";"soli virg virg";"hl";"+";;;;" | Changed soli virg To soli virg virg 2012-11-27 16:08:03"
"tg11a";"thym pule pule";"hl";"+";;;;" | Changed thym pule To thym pule pule 2012-11-27 16:08:04"
"tg11a";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg11a";"vici crac";"hl";"+";;;;
"tg12a";"achi mill aggr";"hl";"1";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg12a";"anth sylv";"hl";"3";;;;
"tg12a";"arrh elat";"hl";"1";;;;
"tg12a";"crep bien";"hl";"+";;;;
"tg12a";"dact glom glom";"hl";"3";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg12a";"fest prat prat";"hl";"2a";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg12a";"gali albu";"hl";"2m";;;;
"tg12a";"hera spho spho";"hl";"+";;;;" | Changed hera spho s To hera spho spho 2012-11-27 16:12:27"
"tg12a";"leon hisp slat";"hl";"+";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg12a";"pimp majo majo";"hl";"2a";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tg12a";"plan lanc";"hl";"1";;;;
"tg12a";"poa prat";"hl";"+";;;;
"tg12a";"poa triv";"hl";"1";;;;
"tg12a";"ranu acri acri";"hl";"+";;;;" | Changed ranu acri To ranu acri acri 2012-11-27 16:08:04"
"tg12a";"rume acet osa";"hl";"+";;;;" | Changed rume acet To rume acet osa 2012-11-27 16:08:04"
"tg12a";"salv prat prat";"hl";"+";;;;" | Changed salv prat To salv prat prat 2012-11-27 16:08:04"
"tg12a";"tara sect rude";"hl";"+";;;;" | Changed tara offi To tara sect rude 2012-11-27 16:08:04"
"tg12a";"trag orie";"hl";"+";;;;
"tg12a";"trif prat prat";"hl";"1";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg12a";"tris flav flav";"hl";"2b";;;;" | Changed tris flav To tris flav flav 2012-11-27 16:08:04"
"tg12a";"vero cham cham";"hl";"+";;;;" | Changed vero cham c To vero cham cham 2012-11-27 16:08:04"
"tg12a";"vici sepi";"hl";"1";;;;
"tg13a";"achi mill aggr";"hl";"2m";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg13a";"arrh elat";"hl";"1";;;;
"tg13a";"homa pube pube";"hl";"2a";;;;" | Changed aven pube To homa pube pube 2012-11-27 16:08:03"
"tg13a";"camp rotu";"hl";"+";;;;
"tg13a";"care cary";"hl";"1";;;;
"tg13a";"cent jace jace";"hl";"1";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tg13a";"dact glom glom";"hl";"2b";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg13a";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tg13a";"fest amet amet";"hl";"+";"voucher";"9";"2";" | Changed fest amet To fest amet amet 2012-11-27 16:08:04"
"tg13a";"fest brev";"hl";"1";"voucher";"8";;
"tg13a";"fest prat prat";"hl";"1";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg13a";"fest rubr slat";"hl";"1";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tg13a";"gali albu";"hl";"+";;;;
"tg13a";"knau arve arve";"hl";"2m";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg13a";"leon hisp slat";"hl";"2a";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg13a";"leuc ircu";"hl";"1";;;;
"tg13a";"lotu corn";"hl";"1";;;;
"tg13a";"medi lupu";"hl";"1";;;;
"tg13a";"pimp majo majo";"hl";"+";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tg13a";"plan lanc";"hl";"1";;;;
"tg13a";"plan medi";"hl";"1";;;;
"tg13a";"poa prat";"hl";"1";;;;
"tg13a";"poa triv";"hl";"1";;;;
"tg13a";"prun vulg";"hl";"+";;;;
"tg13a";"ranu acri acri";"hl";"+";;;;" | Changed ranu acri To ranu acri acri 2012-11-27 16:08:04"
"tg13a";"salv prat prat";"hl";"+";;;;" | Changed salv prat To salv prat prat 2012-11-27 16:08:04"
"tg13a";"sile vulg vulg";"hl";"+";;;;" | Changed sile vulg v To sile vulg vulg 2012-11-27 16:08:04"
"tg13a";"thal minu slat";"hl";"2m";;;;" | Changed thal minu To thal minu slat 2012-11-27 16:08:05"
"tg13a";"trif prat prat";"hl";"2a";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg13a";"tris flav flav";"hl";"1";;;;" | Changed tris flav To tris flav flav 2012-11-27 16:08:04"
"tg13a";"vici sepi";"hl";"+";;;;
"tg14a";"ange sylv sylv";"hl";"+";;;;" | Changed ange sylv To ange sylv sylv 2012-11-27 16:08:05"
"tg14a";"briz medi";"hl";"+";;;;
"tg14a";"bryu pseu pseu";"ml";"1";;;;" | Changed bryu pseu To bryu pseu pseu 2012-11-27 16:08:05"
"tg14a";"calt palu";"hl";"+";;;;
"tg14a";"camp stel";"ml";"2a";;;;
"tg14a";"care elat";"hl";"2a";;;;
"tg14a";"care pani";"hl";"+";;;;
"tg14a";"cirs palu";"hl";"+";;;;
"tg14a";"dact maja brev";"hl";"+";;;;" | Changed dact maja b To dact maja brev 2012-11-27 16:08:05"
"tg14a";"scor coss";"ml";"2a";;;;" | Changed drep coso To scor coss 2012-11-27 16:08:05"
"tg14a";"scor revo";"ml";"3";;;;" | Changed drep revo To scor revo 2012-11-27 16:08:05"
"tg14a";"epip palu";"hl";"1";;;;
"tg14a";"equi vari";"hl";"+";;;;
"tg14a";"fest tric";"hl";"+";"voucher";"3";;
"tg14a";"fiss adia";"ml";"+";;;;
"tg14a";"gali bore";"hl";"+";;;;
"tg14a";"gali palu palu";"hl";"+";;;;" | Changed gali palu To gali palu palu 2012-11-27 16:08:05"
"tg14a";"gali ulig";"hl";"+";;;;
"tg14a";"gymn cono cono";"hl";"+";;;;" | Changed gymn cono To gymn cono cono 2012-11-27 16:08:05"
"tg14a";"lath prat prat";"hl";"1";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tg14a";"linu cath";"hl";"+";;;;
"tg14a";"ment arve";"hl";"+";;;;
"tg14a";"moli caer aggr";"hl";"2a";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tg14a";"palu comm comm";"ml";"+";;;;" | Changed palu comm To palu comm comm 2012-11-27 16:08:05"
"tg14a";"parn palu";"hl";"+";;;;
"tg14a";"phra aust";"hl";"4";;;;
"tg14a";"phyt orbi";"hl";"1";;;;
"tg14a";"pinu sylv";"hl";"+";;;;
"tg14a";"poly amar ella";"hl";"+";;;;" | Changed poly amae To poly amar ella 2012-11-27 16:08:05"
"tg14a";"pers bist";"hl";"+";;;;" | Changed poly bist To pers bist 2012-11-27 16:08:05"
"tg14a";"pote erec";"hl";"1";;;;
"tg14a";"prun vulg";"hl";"+";;;;
"tg14a";"ranu nemo";"hl";"+";;;;
"tg14a";"rhin mino";"hl";"+";;;;
"tg14a";"sali repe rosm";"hl";"+";;;;" | Changed sali rosm To sali repe rosm 2012-11-27 16:08:05"
"tg14a";"sang offi";"hl";"+";;;;
"tg14a";"scor scor";"ml";"1";;;;
"tg14a";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tg14a";"succ prat";"hl";"1";;;;
"tg14a";"tome nite";"ml";"1";;;;
"tg14a";"trig palu";"hl";"+";;;;
"tg14a";"vale dioi dioi";"hl";"+";;;;" | Changed vale dioi To vale dioi dioi 2012-11-27 16:08:05"
"tg14a";"vici crac";"hl";"+";;;;
"tg14b";"achi rose";"hl";"1";;;;
"tg14b";"alli cari cari";"hl";"+";;;;" | Changed alli cari To alli cari cari 2012-11-27 16:08:05"
"tg14b";"ange sylv sylv";"hl";"+";;;;" | Changed ange sylv To ange sylv sylv 2012-11-27 16:08:05"
"tg14b";"anth ramo";"hl";"+";;;;
"tg14b";"brac rupe";"hl";"1";;;;
"tg14b";"briz medi";"hl";"1";;;;
"tg14b";"brom erec";"hl";"+";;;;
"tg14b";"care cary";"hl";"+";;;;
"tg14b";"care elat";"hl";"+";;;;
"tg14b";"care flac";"hl";"+";;;;
"tg14b";"care mont";"hl";"2b";;;;
"tg14b";"care pani";"hl";"r";;;;
"tg14b";"colc autu";"hl";"2a";;;;
"tg14b";"epip palu";"hl";"+";;;;
"tg14b";"fest amet amet";"hl";"+";;;;" | Changed fest amet To fest amet amet 2012-11-27 16:08:04"
"tg14b";"fest brev";"hl";"+";;;;
"tg14b";"gali bore";"hl";"3";;;;
"tg14b";"gali luci";"hl";"+";;;;
"tg14b";"gali wirt";"hl";"+";;;;
"tg14b";"geum riva";"hl";"+";;;;
"tg14b";"aven prae";"hl";"+";;;;" | Changed heli prae To aven prae 2012-11-27 16:08:05"
"tg14b";"hipp como";"hl";"+";;;;
"tg14b";"koel pyra pyra";"hl";"+";;;;" | Changed koel pyra To koel pyra pyra 2012-11-27 16:08:04"
"tg14b";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tg14b";"leuc vulg";"hl";"+";;;;
"tg14b";"lotu corn";"hl";"1";;;;
"tg14b";"medi falc";"hl";"1";;;;
"tg14b";"moli caer aggr";"hl";"1";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tg14b";"phyt orbi";"hl";"1";;;;
"tg14b";"poa prat";"hl";"+";;;;
"tg14b";"poly odor";"hl";"1";;;;
"tg14b";"pote erec";"hl";"2m";;;;
"tg14b";"rhin mino";"hl";"2a";;;;
"tg14b";"scab colu";"hl";"1";;;;
"tg14b";"thes pyre alpe";"hl";"+";;;;" | Changed thes pyre a To thes pyre alpe 2012-11-27 16:08:05"
"tg14b";"trif prat prat";"hl";"1";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg14b";"trol euro";"hl";"2a";;;;
"tg14b";"vici crac";"hl";"+";;;;
"tg15a";"achi mill aggr";"hl";"2m";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg15a";"anth vuln slat";"hl";"+";;;;" | Changed anth vuln To anth vuln slat 2012-11-27 16:08:03"
"tg15a";"arrh elat";"hl";"1";;;;
"tg15a";"homa pube pube";"hl";"+";;;;" | Changed aven pube To homa pube pube 2012-11-27 16:08:03"
"tg15a";"briz medi";"hl";"+";;;;
"tg15a";"brom erec";"hl";"2a";;;;
"tg15a";"camp glom";"hl";"+";;;;
"tg15a";"care cary";"hl";"+";;;;
"tg15a";"caru carv";"hl";"+";;;;
"tg15a";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tg15a";"dact glom glom";"hl";"1";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg15a";"dant decu decu";"hl";"+";;;;" | Changed dant decu To dant decu decu 2012-11-27 16:08:05"
"tg15a";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tg15a";"fest prat prat";"hl";"1";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg15a";"fest rubr slat";"hl";"1";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tg15a";"gali albu";"hl";"+";;;;
"tg15a";"knau arve arve";"hl";"2m";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg15a";"koel pyra pyra";"hl";"+";;;;" | Changed koel pyra To koel pyra pyra 2012-11-27 16:08:04"
"tg15a";"leon hisp slat";"hl";"2b";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg15a";"leuc ircu";"hl";"1";;;;
"tg15a";"lotu corn";"hl";"1";;;;
"tg15a";"orob grac";"hl";"r";;;;
"tg15a";"phyt orbi";"hl";"+";;;;
"tg15a";"picr hier slat";"hl";"r";;;;" | Changed picr hier To picr hier slat 2012-11-27 16:08:05"
"tg15a";"plan lanc";"hl";"2a";;;;
"tg15a";"plan medi";"hl";"1";;;;
"tg15a";"poa prat";"hl";"+";;;;
"tg15a";"prun vulg";"hl";"2m";;;;
"tg15a";"ranu mont";"hl";"+";;;;
"tg15a";"ranu nemo";"hl";"+";;;;
"tg15a";"salv prat prat";"hl";"+";;;;" | Changed salv prat To salv prat prat 2012-11-27 16:08:04"
"tg15a";"scab colu";"hl";"+";;;;
"tg15a";"sile vulg vulg";"hl";"+";;;;" | Changed sile vulg v To sile vulg vulg 2012-11-27 16:08:04"
"tg15a";"tara sect rude";"hl";"+";;;;" | Changed tara offi To tara sect rude 2012-11-27 16:08:04"
"tg15a";"thal minu slat";"hl";"+";;;;" | Changed thal minu To thal minu slat 2012-11-27 16:08:05"
"tg15a";"trif prat prat";"hl";"2m";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg15a";"trif repe repe";"hl";"+";;;;
"tg15a";"vici crac";"hl";"+";;;;
"tg15b";"achi mill aggr";"hl";"+";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg15b";"anth odor";"hl";"+";;;;
"tg15b";"anth ramo";"hl";"1";;;;
"tg15b";"anth vuln slat";"hl";"+";;;;" | Changed anth vuln To anth vuln slat 2012-11-27 16:08:03"
"tg15b";"aqui atra";"hl";"+";;;;
"tg15b";"bisc laev laev";"hl";"+";;;;" | Changed bisc laev To bisc laev laev 2012-11-27 16:08:05"
"tg15b";"briz medi";"hl";"2a";;;;
"tg15b";"brom erec";"hl";"2a";;;;
"tg15b";"buph sali";"hl";"1";;;;
"tg15b";"care cary";"hl";"+";;;;
"tg15b";"care eric";"hl";"1";;;;
"tg15b";"care mont";"hl";"2b";;;;
"tg15b";"care orni";"hl";"+";;;;
"tg15b";"care semp semp";"hl";"2a";;;;" | Changed care semp To care semp semp 2012-11-27 16:08:05"
"tg15b";"cent scab scab";"hl";"+";;;;" | Changed cent scab To cent scab scab 2012-11-27 16:08:04"
"tg15b";"colc autu";"hl";"1";;;;
"tg15b";"dian cart cart";"hl";"+";"voucher";"29";;" | Changed dian cart To dian cart cart 2012-11-27 16:08:05"
"tg15b";"fest brev";"hl";"1";"voucher";"26";;
"tg15b";"fest rubr slat";"hl";"2a";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tg15b";"gali pumi";"hl";"+";;;;
"tg15b";"gent vern vern";"hl";"+";;;;" | Changed gent vern To gent vern vern 2012-11-27 16:08:06"
"tg15b";"gymn cono cono";"hl";"+";;;;" | Changed gymn cono To gymn cono cono 2012-11-27 16:08:05"
"tg15b";"heli numm numm";"hl";"+";;;;" | Changed heli numm To heli numm numm 2012-11-27 16:08:06"
"tg15b";"aven prae";"hl";"1";;;;" | Changed heli prae To aven prae 2012-11-27 16:08:05"
"tg15b";"hipp como";"hl";"1";;;;
"tg15b";"knau arve arve";"hl";"1";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg15b";"koel pyra pyra";"hl";"1";;;;" | Changed koel pyra To koel pyra pyra 2012-11-27 16:08:04"
"tg15b";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tg15b";"leuc vulg";"hl";"1";;;;
"tg15b";"lili bulb bulb";"hl";"+";;;;" | Changed lili bulb To lili bulb bulb 2012-11-27 16:08:06"
"tg15b";"linu cath";"hl";"+";;;;
"tg15b";"list ovat";"hl";"+";;;;
"tg15b";"onob vici";"hl";"2a";;;;
"tg15b";"phyt orbi";"hl";"+";;;;
"tg15b";"pimp saxi slat";"hl";"+";;;;" | Changed pimp saxi To pimp saxi slat 2012-11-27 16:08:06"
"tg15b";"plan medi";"hl";"+";;;;
"tg15b";"poly amar ella";"hl";"+";;;;" | Changed poly amae To poly amar ella 2012-11-27 16:08:05"
"tg15b";"poly cham";"hl";"+";;;;
"tg15b";"poly odor";"hl";"+";;;;
"tg15b";"pers vivi";"hl";"1";;;;" | Changed poly vivi To pers vivi 2012-11-27 16:08:06"
"tg15b";"pote erec";"hl";"1";;;;
"tg15b";"prun vulg";"hl";"+";;;;
"tg15b";"ranu nemo";"hl";"2m";;;;
"tg15b";"salv prat prat";"hl";"1";;;;" | Changed salv prat To salv prat prat 2012-11-27 16:08:04"
"tg15b";"scab colu";"hl";"+";;;;
"tg15b";"sesl caer";"hl";"1";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tg15b";"thal minu slat";"hl";"1";;;;" | Changed thal minu To thal minu slat 2012-11-27 16:08:05"
"tg15b";"thym pule pule";"hl";"+";;;;" | Changed thym pule To thym pule pule 2012-11-27 16:08:04"
"tg15b";"trif mont mont";"hl";"1";;;;" | Changed trif mont To trif mont mont 2012-11-27 16:08:06"
"tg15b";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg15b";"tris flav flav";"hl";"1";;;;" | Changed tris flav To tris flav flav 2012-11-27 16:08:04"
"tg15b";"trol euro";"hl";"+";;;;
"tg15b";"vero cham cham";"hl";"+";;;;" | Changed vero cham c To vero cham cham 2012-11-27 16:08:04"
"tg15b";"viol hirt";"hl";"+";;;;
"tg16a";"achi mill aggr";"hl";"2a";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg16a";"arrh elat";"hl";"1";;;;
"tg16a";"bell pere";"hl";"+";;;;
"tg16a";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tg16a";"dact glom glom";"hl";"2b";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg16a";"fest prat prat";"hl";"1";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg16a";"gali albu";"hl";"+";;;;
"tg16a";"knau arve arve";"hl";"1";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg16a";"loli mult";"hl";"3";;;;
"tg16a";"pimp majo majo";"hl";"1";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tg16a";"plan lanc";"hl";"1";;;;
"tg16a";"plan majo majo";"hl";"+";;;;" | Changed plan majo m To plan majo majo 2012-11-27 16:08:06"
"tg16a";"poa prat";"hl";"+";;;;
"tg16a";"poa triv";"hl";"1";;;;
"tg16a";"ranu acri acri";"hl";"1";;;;" | Changed ranu acri To ranu acri acri 2012-11-27 16:08:04"
"tg16a";"rume acet osa";"hl";"+";;;;" | Changed rume acet To rume acet osa 2012-11-27 16:08:04"
"tg16a";"thal minu slat";"hl";"r";;;;" | Changed thal minu To thal minu slat 2012-11-27 16:08:05"
"tg16a";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg16a";"trif repe repe";"hl";"2m";;;;
"tg16a";"vici crac";"hl";"+";;;;
"tg17a";"achi mill aggr";"hl";"2b";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg17a";"arrh elat";"hl";"2a";;;;
"tg17a";"homa pube pube";"hl";"+";;;;" | Changed aven pube To homa pube pube 2012-11-27 16:08:03"
"tg17a";"bell pere";"hl";"+";;;;
"tg17a";"brom erec";"hl";"2b";;;;
"tg17a";"care mont";"hl";"+";;;;
"tg17a";"caru carv";"hl";"+";;;;
"tg17a";"cent jace jace";"hl";"+";;;;" | Changed cent jace To cent jace jace 2012-11-27 16:08:04"
"tg17a";"cera holo";"hl";"+";;;;
"tg17a";"dact glom glom";"hl";"2b";;;;" | Changed dact glom To dact glom glom 2012-11-27 16:12:26"
"tg17a";"euph offi rost";"hl";"+";;;;" | Changed euph rost To euph offi rost 2012-11-27 16:08:04"
"tg17a";"fest prat prat";"hl";"2a";;;;" | Changed fest prat To fest prat prat 2012-11-27 16:08:04"
"tg17a";"fest rubr slat";"hl";"1";;;;" | Changed fest rubr r To fest rubr slat 2012-11-27 16:08:05"
"tg17a";"gali albu";"hl";"+";;;;
"tg17a";"leon hisp slat";"hl";"1";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg17a";"leuc vulg";"hl";"+";;;;
"tg17a";"lotu corn";"hl";"+";;;;
"tg17a";"medi lupu";"hl";"+";;;;
"tg17a";"peuc oreo";"hl";"+";;;;
"tg17a";"picr hier slat";"hl";"+";;;;" | Changed picr hier To picr hier slat 2012-11-27 16:08:05"
"tg17a";"pimp majo majo";"hl";"1";;;;" | Changed pimp majo To pimp majo majo 2012-11-27 16:08:04"
"tg17a";"plan lanc";"hl";"1";;;;
"tg17a";"plan majo majo";"hl";"+";;;;" | Changed plan majo m To plan majo majo 2012-11-27 16:08:06"
"tg17a";"poa triv";"hl";"+";;;;
"tg17a";"pote erec";"hl";"+";;;;
"tg17a";"prun gran";"hl";"2m";;;;
"tg17a";"ranu acri acri";"hl";"+";;;;" | Changed ranu acri To ranu acri acri 2012-11-27 16:08:04"
